"","date","cause","source","location","substance","volume","year_quarter"
"6394","11/21/2004","Operator Error","well","BONNYVILLE","oil",1,4
"6395","2/12/2006","Operator Error","well","BONNYVILLE","gas",2,1
"6396","10/11/2006","Equipment Failure","well","BONNYVILLE","water",2,4
"6397","5/2/2004","Equipment Failure","battery","BONNYVILLE","oil",1,2
"6398","9/29/2006","Operator Error","well","BONNYVILLE","water",1,3
"6399","9/21/2007","Equipment Failure","well","BONNYVILLE","oil",1,3
"6400","7/18/2006","Equipment Failure","well","BONNYVILLE","water",1,3
"6401","11/15/2003","Operator Error","battery","BONNYVILLE","water",1,4
"6402","10/30/2004","Operator Error","well","BONNYVILLE","oil",1,4
"6403","11/30/2009","Equipment Failure","battery","BONNYVILLE","water",1,4
"6404","11/26/2004","Operator Error","well","BONNYVILLE","water",1,4
"6405","5/16/2005","Equipment Failure","well","BONNYVILLE","water",2,2
"6406","3/3/2004","Operator Error","well","BONNYVILLE","water",1,1
"6407","6/28/2003","Operator Error","well","BONNYVILLE","oil",1,2
"6408","2/16/2009","Operator Error","well","BONNYVILLE","oil",1,1
"6409","4/17/2003","Equipment Failure","well","BONNYVILLE","oil",2,2
"6410","6/18/2012","Equipment Failure","pipeline","BONNYVILLE","oil",2,2
"6411","10/20/2004","Equipment Failure","well","BONNYVILLE","gas",2,4
"6412","7/1/2004","Equipment Failure","well","BONNYVILLE","water",1,3
"6413","11/2/2004","Equipment Failure","well","BONNYVILLE","water",1,4
"6414","8/15/2007","Equipment Failure","pipeline","BONNYVILLE","water",2,3
"6415","4/13/2009","Operator Error","battery","BONNYVILLE","water",1,2
"6416","7/20/2005","Equipment Failure","well","BONNYVILLE","water",1,3
"6417","4/13/2009","Operator Error","well","BONNYVILLE","water",1,2
"6418","9/14/2003","Equipment Failure","well","BONNYVILLE","oil",1,3
"6419","8/23/2005","Equipment Failure","well","BONNYVILLE","water",1,3
"6420","4/13/2009","Operator Error","well","BONNYVILLE","water",1,2
"6421","11/14/2008","Equipment Failure","pipeline","BONNYVILLE","water",2,4
"6422","3/26/2004","Equipment Failure","well","BONNYVILLE","water",1,1
"6423","4/15/2009","Operator Error","well","BONNYVILLE","water",1,2
"6424","12/1/2003","Equipment Failure","well","BONNYVILLE","water",1,4
"6425","1/23/2007","Equipment Failure","well","BONNYVILLE","water",1,1
"6426","10/22/2008","Operator Error","well","BONNYVILLE","water",1,4
"6427","6/16/2007","Equipment Failure","pipeline","BONNYVILLE","water",2,2
"6428","5/13/2009","Equipment Failure","pipeline","BONNYVILLE","water",1,2
"6429","8/15/2009","Equipment Failure","pipeline","BONNYVILLE","water",1,3
"6430","3/6/2008","Equipment Failure","well","BONNYVILLE","water",1,1
"6431","5/31/2008","Operator Error","battery","BONNYVILLE","water",1,2
"6432","7/21/2010","Operator Error","well","BONNYVILLE","water",1,3
"6433","4/4/2011","Operator Error","well","BONNYVILLE","water",1,2
"6434","10/22/2008","Equipment Failure","battery","BONNYVILLE","oil",1,4
"6435","4/16/2003","Equipment Failure","well","BONNYVILLE","water",1,2
"6436","4/12/2005","Operator Error","well","BONNYVILLE","water",1,2
"6437","5/3/2012","Operator Error","well","BONNYVILLE","oil",1,2
"6438","6/30/2009","Operator Error","well","BONNYVILLE","water",1,2
"6439","5/27/2003","Operator Error","well","BONNYVILLE","oil",1,2
"6440","11/25/2002","Operator Error","well","BONNYVILLE","gas",2,4
"6441","6/3/2008","Equipment Failure","pipeline","BONNYVILLE","gas",2,2
"6442","3/23/2011","Operator Error","well","BONNYVILLE","water",2,1
"6443","8/23/2012","Equipment Failure","pipeline","BONNYVILLE","gas",2,3
"6444","11/1/2003","Equipment Failure","well","ST. ALBERT","gas",2,4
"6445","4/22/2003","Equipment Failure","pipeline","ST. ALBERT","water",1,2
"6446","11/5/2009","Equipment Failure","well","ST. ALBERT","oil",1,4
"6447","7/14/2005","Equipment Failure","well","ST. ALBERT","oil",1,3
"6448","7/19/2005","Equipment Failure","battery","ST. ALBERT","oil",1,3
"6449","1/19/2012","Equipment Failure","battery","ST. ALBERT","oil",2,1
"6450","12/2/2007","Equipment Failure","well","ST. ALBERT","oil",1,4
"6451","3/18/2009","Equipment Failure","pipeline","ST. ALBERT","water",1,1
"6452","4/22/2003","Equipment Failure","pipeline","ST. ALBERT","water",1,2
"6453","10/28/2005","Equipment Failure","pipeline","ST. ALBERT","gas",2,4
"6454","10/28/2005","Equipment Failure","pipeline","ST. ALBERT","gas",2,4
"6455","7/1/2003","Equipment Failure","well","ST. ALBERT","gas",2,3
"6456","5/24/2009","Equipment Failure","well","ST. ALBERT","water",1,2
"6457","12/3/2007","Operator Error","pipeline","ST. ALBERT","oil",1,4
"6458","2/8/2004","Equipment Failure","well","ST. ALBERT","oil",1,1
"6459","7/16/2006","Equipment Failure","battery","ST. ALBERT","water",1,3
"6460","7/6/2005","Equipment Failure","pipeline","ST. ALBERT","gas",2,3
"6461","7/23/2003","Operator Error","well","ST. ALBERT","gas",2,3
"6462","4/24/2009","Equipment Failure","pipeline","ST. ALBERT","water",1,2
"6463","7/6/2009","Equipment Failure","pipeline","ST. ALBERT","gas",2,3
"6464","5/22/2012","Equipment Failure","pipeline","ST. ALBERT","gas",2,2
"6465","5/29/2008","Equipment Failure","pipeline","ST. ALBERT","gas",2,2
"6466","12/13/2003","Equipment Failure","pipeline","ST. ALBERT","oil",1,4
"6467","11/28/2006","Equipment Failure","pipeline","ST. ALBERT","gas",2,4
"6468","7/6/2006","Equipment Failure","pipeline","ST. ALBERT","oil",1,3
"6469","11/19/2004","Equipment Failure","pipeline","ST. ALBERT","oil",1,4
"6470","3/3/2007","Operator Error","battery","ST. ALBERT","oil",2,1
"6471","8/19/2009","Equipment Failure","battery","ST. ALBERT","gas",2,3
"6472","5/19/2009","Equipment Failure","pipeline","ST. ALBERT","oil",1,2
"6473","9/23/2004","Operator Error","well","ST. ALBERT","water",1,3
"6474","7/16/2003","Operator Error","well","ST. ALBERT","gas",2,3
"6475","4/25/2004","Equipment Failure","battery","ST. ALBERT","oil",1,2
"6476","2/19/2009","Equipment Failure","pipeline","ST. ALBERT","gas",2,1
"6477","9/21/2008","Equipment Failure","well","ST. ALBERT","oil",1,3
"6478","6/3/2011","Equipment Failure","pipeline","ST. ALBERT","water",1,2
"6479","3/4/2011","Equipment Failure","pipeline","ST. ALBERT","gas",2,1
"6480","9/26/2010","Operator Error","well","ST. ALBERT","water",1,3
"6481","1/20/2008","Equipment Failure","battery","ST. ALBERT","gas",2,1
"6482","4/27/2008","Equipment Failure","pipeline","ST. ALBERT","water",1,2
"6483","10/31/2006","Equipment Failure","well","ST. ALBERT","oil",1,4
"6484","7/17/2007","Equipment Failure","battery","ST. ALBERT","oil",1,3
"6485","3/7/2006","Equipment Failure","battery","ST. ALBERT","gas",2,1
"6486","5/7/2004","Equipment Failure","battery","ST. ALBERT","water",1,2
"6487","12/29/2005","Operator Error","battery","ST. ALBERT","oil",1,4
"6488","7/17/2009","Equipment Failure","well","ST. ALBERT","gas",2,3
"6489","6/20/2009","Equipment Failure","well","DRAYTON VALLEY","oil",1,2
"6490","5/25/2004","Equipment Failure","well","DRAYTON VALLEY","oil",1,2
"6491","8/22/2012","Equipment Failure","well","DRAYTON VALLEY","oil",1,3
"6492","12/16/2004","Equipment Failure","battery","DRAYTON VALLEY","gas",2,4
"6493","4/9/2008","Equipment Failure","battery","DRAYTON VALLEY","oil",1,2
"6494","12/14/2007","Operator Error","battery","DRAYTON VALLEY","oil",1,4
"6495","8/31/2011","Equipment Failure","pipeline","DRAYTON VALLEY","oil",1,3
"6496","12/12/2005","Operator Error","well","DRAYTON VALLEY","gas",2,4
"6497","2/18/2006","Equipment Failure","well","DRAYTON VALLEY","oil",1,1
"6498","7/17/2008","Equipment Failure","pipeline","DRAYTON VALLEY","water",2,3
"6499","8/5/2008","Equipment Failure","pipeline","DRAYTON VALLEY","water",2,3
"6500","6/26/2011","Equipment Failure","well","DRAYTON VALLEY","oil",1,2
"6501","8/8/2008","Equipment Failure","pipeline","DRAYTON VALLEY","water",2,3
"6502","7/25/2008","Equipment Failure","pipeline","DRAYTON VALLEY","water",1,3
"6503","7/29/2008","Equipment Failure","pipeline","DRAYTON VALLEY","water",2,3
"6504","11/2/2008","Equipment Failure","well","DRAYTON VALLEY","gas",2,4
"6505","3/20/2011","Equipment Failure","well","DRAYTON VALLEY","water",1,1
"6506","7/8/2012","Equipment Failure","well","DRAYTON VALLEY","gas",2,3
"6507","9/12/2010","Operator Error","well","DRAYTON VALLEY","water",1,3
"6508","1/28/2012","Operator Error","well","DRAYTON VALLEY","water",1,1
"6509","1/28/2012","Operator Error","well","DRAYTON VALLEY","water",1,1
"6510","10/12/2012","Equipment Failure","well","DRAYTON VALLEY","water",1,4
"6511","12/16/2008","Operator Error","well","DRAYTON VALLEY","water",1,4
"6512","2/13/2005","Operator Error","well","BONNYVILLE","oil",2,1
"6513","1/24/2008","Operator Error","well","DRAYTON VALLEY","oil",1,1
"6514","6/30/2010","Equipment Failure","well","DRAYTON VALLEY","water",1,2
"6515","9/24/2012","Equipment Failure","pipeline","DRAYTON VALLEY","gas",2,3
"6516","2/28/2006","Equipment Failure","well","DRAYTON VALLEY","water",1,1
"6517","11/26/2005","Operator Error","well","DRAYTON VALLEY","oil",1,4
"6518","3/17/2004","Operator Error","pipeline","DRAYTON VALLEY","water",1,1
"6519","12/11/2004","Operator Error","battery","DRAYTON VALLEY","oil",1,4
"6520","6/19/2003","Operator Error","well","DRAYTON VALLEY","water",1,2
"6521","1/30/2013","Equipment Failure","well","BONNYVILLE","water",1,1
"6522","6/2/2006","Operator Error","well","BONNYVILLE","water",1,2
"6523","3/14/2011","Operator Error","well","BONNYVILLE","gas",2,1
"6524","5/17/2011","Operator Error","battery","BONNYVILLE","water",1,2
"6525","8/24/2012","Operator Error","well","BONNYVILLE","water",1,3
"6526","2/16/2008","Equipment Failure","battery","BONNYVILLE","water",1,1
"6527","1/19/2005","Operator Error","well","BONNYVILLE","oil",1,1
"6528","5/6/2009","Operator Error","well","BONNYVILLE","water",2,2
"6529","12/17/2004","Operator Error","well","BONNYVILLE","oil",1,4
"6530","12/1/2007","Operator Error","well","BONNYVILLE","water",1,4
"6531","5/28/2005","Equipment Failure","well","BONNYVILLE","water",1,2
"6532","11/20/2008","Operator Error","well","BONNYVILLE","water",1,4
"6533","4/18/2004","Operator Error","well","BONNYVILLE","water",1,2
"6534","10/14/2007","Equipment Failure","well","BONNYVILLE","water",1,4
"6535","3/3/2011","Operator Error","well","BONNYVILLE","water",1,1
"6536","1/30/2012","Operator Error","battery","BONNYVILLE","water",1,1
"6537","3/16/2008","Operator Error","well","BONNYVILLE","oil",1,1
"6538","6/21/2004","Operator Error","well","BONNYVILLE","oil",1,2
"6539","2/17/2005","Operator Error","well","BONNYVILLE","water",1,1
"6540","12/7/2012","Equipment Failure","well","BONNYVILLE","water",1,4
"6541","11/3/2003","Operator Error","well","BONNYVILLE","oil",1,4
"6542","10/26/2003","Operator Error","well","BONNYVILLE","oil",1,4
"6543","6/3/2010","Operator Error","well","BONNYVILLE","water",1,2
"6544","1/16/2006","Operator Error","well","BONNYVILLE","water",1,1
"6545","7/4/2006","Operator Error","well","BONNYVILLE","water",1,3
"6546","5/5/2006","Operator Error","battery","BONNYVILLE","water",1,2
"6547","5/9/2004","Operator Error","well","BONNYVILLE","oil",1,2
"6548","5/25/2004","Operator Error","well","BONNYVILLE","oil",1,2
"6549","12/7/2012","Equipment Failure","well","BONNYVILLE","oil",1,4
"6550","5/18/2004","Operator Error","well","BONNYVILLE","oil",1,2
"6551","10/30/2004","Equipment Failure","pipeline","BONNYVILLE","water",1,4
"6552","11/3/2004","Equipment Failure","pipeline","BONNYVILLE","water",1,4
"6553","3/28/2006","Equipment Failure","battery","BONNYVILLE","water",1,1
"6554","3/9/2009","Equipment Failure","battery","BONNYVILLE","oil",1,1
"6555","6/12/2011","Operator Error","battery","BONNYVILLE","water",2,2
"6556","10/4/2004","Equipment Failure","well","BONNYVILLE","water",1,4
"6557","2/16/2005","Operator Error","well","BONNYVILLE","water",1,1
"6558","11/28/2005","Equipment Failure","well","BONNYVILLE","water",1,4
"6559","2/24/2005","Equipment Failure","well","BONNYVILLE","water",1,1
"6560","12/28/2010","Operator Error","well","BONNYVILLE","water",2,4
"6561","7/24/2008","Operator Error","well","BONNYVILLE","oil",1,3
"6562","8/11/2004","Equipment Failure","well","BONNYVILLE","oil",1,3
"6563","2/2/2006","Equipment Failure","well","BONNYVILLE","water",1,1
"6564","12/8/2007","Operator Error","well","BONNYVILLE","water",1,4
"6565","5/16/2008","Operator Error","well","BONNYVILLE","water",1,2
"6566","2/16/2009","Operator Error","well","BONNYVILLE","oil",1,1
"6567","12/23/2010","Operator Error","well","BONNYVILLE","water",1,4
"6568","11/18/2003","Operator Error","well","BONNYVILLE","oil",1,4
"6569","6/12/2007","Operator Error","well","BONNYVILLE","gas",2,2
"6570","2/2/2013","Equipment Failure","well","BONNYVILLE","water",2,1
"6571","7/8/2008","Operator Error","well","BONNYVILLE","oil",2,3
"6572","4/28/2007","Operator Error","well","BONNYVILLE","water",2,2
"6573","5/20/2003","Operator Error","well","BONNYVILLE","oil",1,2
"6574","7/13/2010","Operator Error","well","BONNYVILLE","water",1,3
"6575","8/18/2003","Operator Error","well","BONNYVILLE","oil",1,3
"6576","5/17/2003","Operator Error","well","BONNYVILLE","oil",1,2
"6577","8/14/2006","Equipment Failure","well","BONNYVILLE","water",1,3
"6578","3/3/2005","Operator Error","well","BONNYVILLE","oil",1,1
"6579","1/11/2004","Equipment Failure","well","BONNYVILLE","water",2,1
"6580","12/21/2012","Equipment Failure","battery","BONNYVILLE","water",1,4
"6581","2/6/2004","Operator Error","well","BONNYVILLE","oil",1,1
"6582","4/21/2004","Operator Error","well","BONNYVILLE","oil",1,2
"6583","6/30/2004","Operator Error","well","BONNYVILLE","oil",1,2
"6584","11/22/2004","Operator Error","well","BONNYVILLE","oil",1,4
"6585","4/20/2004","Operator Error","well","BONNYVILLE","oil",1,2
"6586","8/16/2004","Operator Error","well","BONNYVILLE","water",1,3
"6587","9/5/2003","Operator Error","well","BONNYVILLE","oil",1,3
"6588","9/21/2005","Equipment Failure","well","BONNYVILLE","water",1,3
"6589","3/14/2008","Operator Error","well","BONNYVILLE","gas",2,1
"6590","4/8/2009","Equipment Failure","well","BONNYVILLE","water",1,2
"6591","1/17/2006","Operator Error","well","ST. ALBERT","water",1,1
"6592","8/20/2008","Equipment Failure","pipeline","ST. ALBERT","gas",2,3
"6593","2/10/2004","Equipment Failure","pipeline","ST. ALBERT","water",1,1
"6594","12/6/2011","Operator Error","well","ST. ALBERT","water",1,4
"6595","1/22/2006","Equipment Failure","well","ST. ALBERT","water",1,1
"6596","7/15/2003","Equipment Failure","well","ST. ALBERT","water",2,3
"6597","7/2/2009","Equipment Failure","pipeline","ST. ALBERT","oil",1,3
"6598","9/22/2009","Operator Error","well","ST. ALBERT","oil",1,3
"6599","4/17/2004","Equipment Failure","battery","ST. ALBERT","oil",1,2
"6600","6/4/2005","Equipment Failure","battery","ST. ALBERT","oil",1,2
"6601","11/22/2012","Operator Error","battery","ST. ALBERT","oil",1,4
"6602","12/23/2003","Equipment Failure","pipeline","ST. ALBERT","oil",2,4
"6603","6/17/2005","Equipment Failure","pipeline","ST. ALBERT","water",1,2
"6604","6/12/2012","Equipment Failure","pipeline","ST. ALBERT","gas",2,2
"6605","7/19/2012","Equipment Failure","pipeline","ST. ALBERT","gas",2,3
"6606","9/27/2004","Equipment Failure","pipeline","ST. ALBERT","oil",1,3
"6607","1/24/2012","Equipment Failure","pipeline","ST. ALBERT","oil",1,1
"6608","7/7/2003","Equipment Failure","pipeline","ST. ALBERT","oil",1,3
"6609","11/24/2012","Equipment Failure","pipeline","ST. ALBERT","oil",1,4
"6610","7/26/2011","Equipment Failure","pipeline","ST. ALBERT","water",1,3
"6611","5/27/2004","Equipment Failure","pipeline","ST. ALBERT","oil",1,2
"6612","5/20/2005","Equipment Failure","pipeline","ST. ALBERT","water",1,2
"6613","1/27/2007","Equipment Failure","pipeline","ST. ALBERT","gas",2,1
"6614","1/28/2007","Equipment Failure","pipeline","ST. ALBERT","oil",1,1
"6615","10/29/2009","Equipment Failure","pipeline","ST. ALBERT","oil",1,4
"6616","12/18/2004","Equipment Failure","well","ST. ALBERT","water",1,4
"6617","10/28/2003","Equipment Failure","pipeline","ST. ALBERT","water",1,4
"6618","9/21/2009","Operator Error","well","ST. ALBERT","oil",1,3
"6619","10/19/2007","Equipment Failure","pipeline","ST. ALBERT","water",1,4
"6620","5/27/2003","Equipment Failure","battery","ST. ALBERT","oil",2,2
"6621","6/14/2009","Operator Error","pipeline","ST. ALBERT","water",1,2
"6622","6/10/2012","Equipment Failure","pipeline","ST. ALBERT","gas",2,2
"6623","11/23/2011","Equipment Failure","pipeline","ST. ALBERT","gas",2,4
"6624","12/17/2009","Equipment Failure","pipeline","ST. ALBERT","gas",2,4
"6625","1/10/2007","Equipment Failure","pipeline","ST. ALBERT","oil",1,1
"6626","10/15/2008","Equipment Failure","pipeline","ST. ALBERT","gas",2,4
"6627","1/7/2005","Equipment Failure","battery","ST. ALBERT","oil",1,1
"6628","1/22/2012","Equipment Failure","battery","ST. ALBERT","gas",2,1
"6629","8/24/2003","Equipment Failure","pipeline","ST. ALBERT","water",1,3
"6630","1/7/2009","Equipment Failure","pipeline","ST. ALBERT","oil",1,1
"6631","3/30/2009","Equipment Failure","pipeline","ST. ALBERT","gas",2,1
"6632","10/4/2011","Equipment Failure","battery","ST. ALBERT","oil",1,4
"6633","11/9/2005","Equipment Failure","well","ST. ALBERT","oil",1,4
"6634","1/13/2007","Equipment Failure","well","ST. ALBERT","oil",1,1
"6635","5/22/2006","Equipment Failure","well","ST. ALBERT","oil",1,2
"6636","2/26/2006","Equipment Failure","pipeline","ST. ALBERT","gas",2,1
"6637","5/15/2006","Equipment Failure","pipeline","ST. ALBERT","water",1,2
"6638","4/27/2011","Equipment Failure","well","ST. ALBERT","oil",1,2
"6639","1/3/2005","Equipment Failure","pipeline","ST. ALBERT","gas",2,1
"6640","12/17/2008","Equipment Failure","well","ST. ALBERT","water",1,4
"6641","11/27/2006","Equipment Failure","pipeline","ST. ALBERT","water",1,4
"6642","12/12/2006","Equipment Failure","pipeline","ST. ALBERT","water",1,4
"6643","7/16/2009","Equipment Failure","pipeline","ST. ALBERT","gas",2,3
"6644","4/27/2003","Equipment Failure","pipeline","ST. ALBERT","gas",2,2
"6645","11/24/2004","Equipment Failure","well","ST. ALBERT","water",1,4
"6646","5/17/2006","Equipment Failure","pipeline","ST. ALBERT","water",2,2
"6647","6/1/2007","Equipment Failure","battery","ST. ALBERT","gas",2,2
"6648","8/10/2007","Equipment Failure","battery","ST. ALBERT","water",2,3
"6649","9/9/2008","Equipment Failure","battery","ST. ALBERT","gas",2,3
"6650","10/16/2009","Equipment Failure","battery","ST. ALBERT","oil",1,4
"6651","4/16/2012","Equipment Failure","battery","ST. ALBERT","oil",1,2
"6652","9/19/2007","Equipment Failure","pipeline","ST. ALBERT","oil",1,3
"6653","4/28/2010","Equipment Failure","pipeline","ST. ALBERT","water",1,2
"6654","12/19/2010","Equipment Failure","pipeline","ST. ALBERT","water",1,4
"6655","5/9/2006","Equipment Failure","well","ST. ALBERT","oil",1,2
"6656","8/26/2005","Operator Error","well","ST. ALBERT","oil",1,3
"6657","10/22/2006","Equipment Failure","pipeline","ST. ALBERT","water",1,4
"6658","4/20/2004","Equipment Failure","pipeline","ST. ALBERT","oil",1,2
